messalian_DESC;The Holy Serpent is a heretical Christian sect that originated on the moon after the use of the Colomboid Space Gun successfully landed an expedition of joint USA and European forces in 1902, influenced by the native Lunists. They believe that the true God can be perceived by the carnal senses, and that this perception is necessary to reach perfection. Each person is born with an inner god, and only intense prayer can achieve its full potential. They also believe that Lucifer was the leader of a rebellion against the tyrant of the Elohim and a force for good, and that incest is sacred since it was practised by the children of Adam and Eve thanks to their salvation by the sacred Sacred Serpent. This same Sacred Serpent would show Jesus the true path after his 40 days of fasting in the desert, once again. They have no formal rites and no strict church hierarchy.;Les messaliens, ou euchites (''ceux qui prient'') sont une secte hérétique issue du christianisme qui trouve ses origines en Mésopotamie, influencée par des fois dualistiques comme le zoroastrisme. Les messaliens croient que Dieu peut être perçu par les cinq sens et que cette perception est nécessaire pour atteindre la perfection. Chacun est né avec un démon intérieur et seule la prière intense permet de le chasser. Ils croient également que Lucifer est le fils aîné de Dieu et qu'il est une force bénéfique. Pour eux, l'inceste est sacré car il a été pratiqué par les enfants d'Adam et Eve. Ils ne possèdent ni rites officiels ni structure hiérarchique stricte.;Die Messalianiten oder Euchiten ("Jene, die beten") sind eine christlich-ketzerische Sekte mit Ursprung in Mesopotamien, beeinflusst von dualistischen Glauben wie dem Zoroastrianismus. Messalianiten glauben, dass Gott durch körperliche Sinne wahrgenommen werden kann und dass dies notwendig ist, um Vollkommenheit zu erreichen. Jede Person wird mit einem inneren Dämon geboren und nur intensive Gebete können ihn vertreiben. Sie glauben außerdem, dass Luzifer ein Sohn und eine Kraft Gottes ist und dass Inzest geheiligt ist, da die Kinder von Adam und Eva desgleichen taten. Sie haben keine formellen Riten und keine echte Kirchenhierarchie.;;Los Mesalianos, o Euchitas ('quienes no rezan'), son una secta herética cristiana originaria de Mesopotamia, influenciada por fes dualistas como el Zoroastrismo. Los Mesalianos creen que dios puede percibirse por los sentidos carnales, y que esa percepción es necesaria para la perfección. Cada persona nace con un demonio interior, y sólo con intensa oración puede expulsarse. También creen que Lucifer es el hijo mayor de Dios y una fuerza del bien, y que el incesto es sagrado pues lo practicaron los hijos de Adán y Eva. No tienen ritos formales ni jerarquía eclesiástica.;;;;;;;;;;;x
hellenic_pagan;Olympic;hellénique;Hellenisch;;Helenística;;;;;;;;;x
hellenic_pagan_DESC;The Olympic religion is polytheistic, with a pantheon of twelve major gods including Jupiter, Mars, Mercury, Venus, Minerva and Vesta. It originated in ancient Post-Disaster Mars with the conquests of Xander the Great and the Olympian Empire, it would go on to become the dominant religion in the western Tharsis Rise until the rise of Singularity and Solarianism.;La religion hellénique est polythéiste, avec un panthéon de douze dieux majeurs dont Jupiter, Mars, Mercure, Venus, Minerve et Vesta. Elle puise ses origines dans la Grèce antique et, grâce aux conquêtes d'Alexandre le Grand et l'Empire romain, elle a pu devenir la religion dominante en Méditerrannée jusqu'à l'avènement du Christianisme.;Die hellenische Religion ist polytheistisch mit einem Pantheon von zwölf Hauptgöttern, zu welchem Jupiter, Mars, Merkur, Venus, Minerva und Vesta gehören. Sie entstammt dem alten Griechenland und wurde durch die Eroberungen Alexander des Großen und des Römischen Reiches zur Hauptreligion im Mittelmeerraum, bis zum Aufkommen des Christentums.;;La religión helenística es politeista, con un panteón de doce Dioses mayores incluyendo Júpiter, Marte, Mercurio, Venus, Minerva y Vesta. Se originó en la antigua Grecia y, con las conquistas de Alejandro Magno y el Imperio Romano, se convirtió en la religión predominante en el Mediterráneo hasta el auge del Cristianismo.;;;;;;;;;x
GOD_JUPITER;Olympus;Jupiter;Jupiter;;Júpiter;;;;;;;;;x
GOD_MERCURY;Tharsis;Mercure;Merkur;;Mercurio;;;;;;;;;x
GOD_MARS;Mars;Mars;Mars;;Marte;;;;;;;;;x
GOD_VENUS;Alba;Venus;Venus;;Venus;;;;;;;;;x
GOD_MINERVA;Arsia;Minerve;Minerva;;Minerva;;;;;;;;;x
GOD_VESTA;Ascraeus;Vesta;Vesta;;Vesta;;;;;;;;;x
GOD_MOTHER_EARTH;Mother Earth;Mother Earth;Mother Earth;;Mother Earth;;;;;;;;;x
SACRED_SERPENT;Sacred Serpent;Sacred Serpent;Sacred Serpent;;Sacred Serpent;;;;;;;;;x
slavic_pagan;Lunism;;;;;;;;;;;x
slavic_pagan_reformed;Lunism;;;;;;;;;;;x
slavic_pagan_DESC;Descended from the worship of deities prior to the Great Disaster of long ago, Lunism followers remember the dark forested lands and large rolling hills of tall grasses. Led by archivists who sought to keep these traditions alive through the dark ages of planetary isolation, the worship of these deities and the script of their mythological texts has combined to keep the Lunist faith strong. These people are stout and hold fast to their homeland, woe behold anyone who tries to take it from them or remove the sacred forests.;;;;;;;;;;;x
slavic_pagan_reformed_DESC;Descended from the worship of deities prior to the Great Disaster Earth of long ago, Lunism followers remember the dark forested lands and large rolling hills of tall grasses. Led by archivists who sought to keep these traditions alive through the dark ages of planetary isolation, the worship of these deities and the script of their mythological texts has combined to keep the Lunist faith strong. These people are stout and hold fast to their homeland, woe behold anyone who tries to take it from them or remove the sacred forests.;;;;;;;;;;;x
finnish_pagan;Shamanism;romuvienne;Romuvaisch;;Romuvita;;;;;;;;;x
finnish_pagan_DESC;Shamanism, a primal belief system found in various forms around the world, revolves around the core practice of interaction with the spiritual world through intermediaries or 'shamans'. Its practitioners believe in a world imbued with spirits - of the deceased, of animals, of natural elements, and of deities. These spirits influence the material world and shamans can negotiate, appease, or interact with them for the benefit of their communities. Rituals, dreams, and symbols hold important places in these practices. The respect for nature is intrinsic, and ancestors are venerated. This decentralized religion, rich in rituals and deeply connected to the natural world, offers a unique way of spiritual life and societal organization.;romuvienne;Romuvaisch;;Romuvita;;;;;;;;;x
baltic_pagan;Cargo Cult;Cargo Cult;Cargo Cult;;Cargo Cult;;;;;;;;;x
baltic_pagan_DESC;A cargo cult is an indigenist millenarian belief system, in which adherents perform rituals which they believe will cause a more technologically advanced society to deliver goods. They are marked by a number of common characteristics, including a "myth-dream" that is a synthesis of indigenous and foreign elements, the expectation of help from the ancestors, charismatic leaders, and a belief in the appearance of an abundance of goods..;Le paganisme finnois varie beaucoup selon la tribu ou la région. Il est empreint de chamanisme et d'animisme et on y vénère de multiples dieux, dont Ukko (aussi appelé Perkele), Kuu et, dans l'est, Mastor-Ava, déesse de la terre.;Das Finnisches Heidentum ist vielfältig, mit großen Unterschieden zwischen Stämmen und Regionen. Es ist schamanisch und animistisch und bezieht sich auf eine Vielzahl von Göttern, einschließlich Ukko/Perkele, Kuu und im Osten Mastor-Ava, Göttin der Erde.;;El paganismo Finlandés es diverso, variando mucho entre las tribus y las regiones. Es chamánico y animista, reverencia a una multitud de dioses, incluyendo a Ukko/Perkele, Kuu y, en el este, a Mastor-Ava, diosa de la Tierra.;;;;;;;;;x
zoroastrian;Divine Cycle;;;;;;;;;;;;;x
zoroastrian_DESC;The Singularity is merely the moment that each cycle of the Divine Cycle begins. Adherents of this ideology believe the disaster and being earth-like irrelevant due to the cyclical nature of the universe, though do not deny that Earth is humanity's original homeland. The Divine Cycle is practiced among royalty through Divine Marriage.;;;;;;;;;;;;;x
khurmazta;Mekhanist;;;;;;;;;;;;;x
khurmazta_DESC;This branch of Cyclicism is said to have come from the Immortal Elite of the Tau Ceti Star System, who had been mutinied against by their former subservients, the Spacers, during the Great Voyage to investigate the what remained of the Sol System in the wake of the Great Disaster. Adherents of this ideology see the disaster and being earth-like as merely a curiosity due to humanity's existence in other star systems, and other realities, beyond Sol.;;;;;;;;;;;;;x
mazdaki;Cyclical Universe;;;;;;;;;;;;;x
mazdaki_DESC;The Singularity is merely the moment that each cycle of the universe begins. Adherents of this ideology believe the disaster and being earth-like irrelevant due to the Many Cycles. They embrace equality more than most of forms of Cyclicism.;;;;;;;;;;;;;x
manichean;Final Cycle;;;;;;;;;;;;;x
manichean_DESC;The Singularity is merely the moment that each cycle of the universe begins, unfortunately the Cycle will not continue on indefinitely. Adherents of this ideology believe the disaster and being earth-like to be important mysteries which must be solved to prolong humanity's survival, given that the univserse will never again rejuvinate itself.;;;;;;;;;;;;;x
Miaphysite;Seventh-Day Adventist;;;;;;;;;;;;;x
Miaphysite_DESC;Adventist doctrine resembles trinitarian Protestant theology, and evangelical Christian teachings, such as the Trinity and the infallibility of Scripture. Distinctive post-tribulation teachings include the unconscious state of the dead and the doctrine of an investigative judgment. The church is known for its emphasis on diet and health, including adhering to Kosher food laws, advocating vegetarianism, and its holistic understanding of the person. It is likewise known for its promotion of religious liberty, and its conservative principles and lifestyle.. Adventists uphold teachings such as the infallibility of Scripture, the substitutionary atonement, the resurrection of the dead and justification by faith alone. They believe in baptism by immersion and creation in six literal days. They are distinguished by their observance of Saturday, the seventh day of the week in Christian and Jewish calendars, as the Sabbath, and their emphasis on the imminent Second Coming of Jesus Christ.;;;;;;;;;;;;;x
Monophysite;Fundamentalist;;;;;;;;;;;;;x
Monophysite_DESC;Fundamentalism is a movement emphasizing biblical literalism. They argue that many modernist theologians had misinterpreted or rejected certain doctrines, especially biblical inerrancy, which they considered the fundamentals of the Christian faith. Fundamentalists are almost always described as holding to the beliefs in biblical infallibility and biblical inerrancy.[4] In keeping with traditional Christian doctrines concerning biblical interpretation, the role of Jesus in the Bible, and the role of the church in society, fundamentalists usually believe in a core of Christian beliefs which include the historical accuracy of the Bible and all of the events which are recorded in it as well as the Second Coming of Jesus Christ. Fundamentalism manifests itself in various denominations which believe in various theologies, rather than a single denomination or a systematic theology.;;;;;;;;;;;;;x


nestorian;Protestant;;;;;;;;;;;;;x
nestorian_DESC;Protestants reject the Catholic doctrine of papal supremacy, but disagree among themselves regarding the number of sacraments, the real presence of Christ in the Eucharist, and matters of ecclesiastical polity and apostolic succession. They emphasize the priesthood of all believers, justification by faith alone rather than by faith with good works, the teaching that salvation comes by divine grace or "unmerited favor" only, not as something merited, and either affirm the Bible as being the sole highest authority or primary authority for Christian doctrine, rather than being on parity with sacred tradition.;;;;;;;;;;;;;x
cathar;Anglican;;;;;;;;;;;;;x
cathar_DESC;The Anglican Church emerged from a turbulent history to become a symbol of continuity and faith for its adherents. After the devastation of 2026 wiped out modern technology, the church served as a beacon of hope, stability, and community for the faithful. Its adherence to a middle path between Catholicism and Protestantism allows for a diverse range of beliefs and practices under a common banner, and its strong ties to the monarchy mean that it often plays a crucial role in the politics of the realm.;;;;;;;;;;;;;x
jain;Sihk;;;;;;;;;;;x
jain_DESC;Sikhism advocates equality, social justice, service to humanity, and tolerance for other religions. The essential message of Sikhism is spiritual devotion and reverence of God at all times while practicing the ideals of honesty, compassion, humility and generosity in everyday life.;;;;;;;;;;;x
norse_pagan;Pirate;;;;;;;;;;;;;x
norse_pagan_DESC;Although the Pirates of the Solar System are feared by both kingdoms and tribes outside of their ideology for their unrelenting raids on the many habitable worlds, they have a sacred code with their spaceferrying vessels that must be honored among their crew and even the Spacer's Guild which the ideology originally fractured from after the rebellion during the Great Voyage from Tau Ceti, with animistic leanings and cyclican undertones. Their life in the depths of space with the similarities of the seas has enabled them naval navigation abilities like no other group.;;;;;;;;;;;;;x
slavic_pagan;Lunism;;;;;;;;;;;;;x
tengri_pagan;New Age;;;;;;;;;;;;;x
west_african_pagan;Animism;;;;;;;;;;;;;x
aztec;Escudo Solar;Escudo Solar;Escudo Solar;;Escudo Solar;;;;;;;;;x
aztec_DESC;Escudo Solarists believe the ancient king Pakal had saved the Earth from the Doom with his sun shield vessel. Humanity strayed from this sacred knowledge and neglected to stop the Doom the second time. They must be ready to stop it the third.;Escudo Solar;Escudo Solar;;Escudo Solar;;;;;;;;;x
aztec_reformed;Escudo Solar;Escudo Solar;Escudo Solar;;Escudo Solar;;;;;;;;;x
aztec_reformed_DESC;Escudo Solarists believe the ancient king Pakal had saved the Earth from the Doom with his sun shield vessel. Humanity strayed from this sacred knowledge and neglected to stop the Doom the second time. They must be ready to stop it the third.;Escudo Solar;Escudo Solar;;Escudo Solar;;;;;;;;;x
zun_pagan;Kemetic;;;;;;;;;;;;;x
zun_pagan_DESC;Ra, the Patron of the Sun, is the the leader of the gods worshipped deep within the Nile delta of Mercury. Ra embodies wisdom, power, fire and the light that drives away the night. Both those that seek reflection and those that must be judged will be done so by the unrelenting rays of their god. Defining features in-game:\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries;Zun, le Justicier, est le dieu-soleil qui était à l'origine vénéré par la dynastie Zunbil, en Afghansistan. Zun incarne la sagesse, le pouvoir, le feu et la lumière qui vainc la nuit. Caractéristiques en jeu :\n§Y*§! Peut déclarer des guerres d'assujettissement contre toutes les religions païennes\n§Y*§! Inférieure en conversion et vulnérables aux missionnaires non-païens;Zun, der Geber der Gerechtigkeit, ist der ursprünglich von der Zunbil-Dynastie in Afghanistan verehrte Gott. Zun verkörpert Weisheit, Macht, Feuer und das Licht, das die Nacht vertreibt. Besondere Merkmale im Spiel:\n§Y*§! Kann gegen alle anderen Heiden Unterwerfungskriege erklären\n§Y*§! Schwach bei Bekehrungen und anfällig für nicht-heidnische Missionare;;Zun, el que Imparte Justicia, es el rey-sol originariamente adorado por la dinastía Zunbil en Afganistán. Zun representa sabiduría, poder, fuego y la luz que conduce a través de la oscuridad. Definiendo características en juego:\n§Y*§! Puedes declarar Guerras de Subyugación contra otros paganos\n§Y*§! Inferior en conversión y vulnerable a los misioneros no paganos.;;;;;;;;;x
zun_pagan_reformed;Solarian;;;;;;;;;;;;;x
zun_pagan_reformed_DESC;Ra, the Patron of the Sun, is the the leader of the gods worshipped deep within the Nile delta of Mercury. Ra embodies wisdom, power, fire and the light that drives away the night. Both those that seek reflection and those that must be judged will be done so by the unrelenting rays of their god. Defining features in-game:\n§Y*§! Can declare Subjugation Wars against all other pagans\n§Y*§! Inferior at conversion and vulnerable to non-pagan missionaries;Zun, le Justicier, est le dieu-soleil qui était à l'origine vénéré par la dynastie Zunbil, en Afghansistan. Zun incarne la sagesse, le pouvoir, le feu et la lumière qui vainc la nuit. Caractéristiques en jeu :\n§Y*§! Peut déclarer des guerres d'assujettissement contre toutes les religions païennes\n§Y*§! Inférieure en conversion et vulnérables aux missionnaires non-païens;Zun, der Geber der Gerechtigkeit, ist der ursprünglich von der Zunbil-Dynastie in Afghanistan verehrte Gott. Zun verkörpert Weisheit, Macht, Feuer und das Licht, das die Nacht vertreibt. Besondere Merkmale im Spiel:\n§Y*§! Kann gegen alle anderen Heiden Unterwerfungskriege erklären\n§Y*§! Schwach bei Bekehrungen und anfällig für nicht-heidnische Missionare;;Zun, el que Imparte Justicia, es el rey-sol originariamente adorado por la dinastía Zunbil en Afganistán. Zun representa sabiduría, poder, fuego y la luz que conduce a través de la oscuridad. Definiendo características en juego:\n§Y*§! Puedes declarar Guerras de Subyugación contra otros paganos\n§Y*§! Inferior en conversión y vulnerable a los misioneros no paganos.;;;;;;;;;x

bon;Ancestor Worship;;;;;;;;;;;;;x
hellenic_pagan;Olympian;;;;;;;;;;;;;x
fraticelli;Christofacist;;;;;;;;;;;;;x

yazidi;Terraformed;;;;;;;;;;;;;x
kharijite;Zensunni;;;;;;;;;;;;;x

taoist;Spacer;Spacer;Spacer;;Spacer;;;;;;;;;x
taoist_DESC;A fleet of ships from a nearby star system has arrived to investigate in the wake of the disaster. Because light travel is impossible it took this intersystem ship 1000 years to reach its destination in the Solar System.\nDue to unforseen circumstances, the crew is less prepared than would be viable to complete their mission. \nThe ship containing most of the medicine needed for Spacers to acclimate to gravity, and most of the supplies and tools needed for the mission itself, were lost. \n\nMost Spacers are left stuck in space with dwindling food, resources, and few tools beyond the cybernetic and mech manufacturing facilities. Most other fabricators and resources needed for long-term sustainable survival in space were on the lost ships of the fleet. \nThey must trade their advanced tech and knowledge, seen as magic by the majority of Martians, for food and resources in order to survive. ;;;;;;;;;;;;x
GOD_HEAVENLY_ORDER;Celestial Spaceship;;;;;;;;;;;;;x
THE_THREE_PURITIES;Tau Ceti;;;;;;;;;;;;;x
THE_ANCESTORS;Sol;;;;;;;;;;;;;x
GOD_YANSHIH_TIENTSUN;Liberators;;;;;;;;;;;;;x
KING_YAN;Fugitive Cywizards At-Large;;;;;;;;;;;;;x
YANLUO;The Unending Abyss;;;;;;;;;;;;;x
TAO_TE_CHING;;The Astrists Code;;;;;;;;;;;;x
DAOSHI;Engineer;;;;;;;;;;;;;x
PIETY_TE;Stardust;;;;;;;;;;;;;x

GOD_THOR;the Universe;the Universe;the Universe;;the Universe;;;;;;;;;x
GOD_THE_THUNDERER;the Spaced;le Tonnant;den Donnerer;;Dios del Trueno;;;;;;;;;x
GOD_THE_ALLFATHER;Captain Sunbeard;le Père de tout;den Allvater;;El Todopoderoso;;;;;;;;;x
GOD_ODIN;the Pirate King;the Pirate King;the Pirate King;;the Pirate King;;;;;;;;;x
GOD_TENGRI;Anubis;Anubis;Anubis;;Anubis;;;;;;;;;x
GOD_ERLIK_KHAN;Sekhmet;Sekhmet;Sekhmet;;Sekhmet;;;;;;;;;x
GOD_TUNG-AK;Maat;Maat;Maat;;Maat;;;;;;;;;x
GOD_GABIJA;Gabija;Gabija;Gabija;;Gabija;;;;;;;;;x
GOD_PERKUNAS;Perkunas;Perkunas;Perkunas;;Perkunas;;;;;;;;;x
GOD_THE_GREAT_BEAR;the Great Bear;le Grand Ours;den Großen Bären;;el Gran Oso;;;;;;;;;x
GOD_UKKO;Ukko;Ukko;Ukko;;Ukko;;;;;;;;;x
GOD_PERKELE;Perkele;Perkele;Perkele;;Perkele;;;;;;;;;x
GOD_JUMI;Jumi;Jumi;Jumi;;Jumi;;;;;;;;;x
GOD_AHURA_MAZDA;Ahura Mazda;Ahura Mazda;Ahura Mazda;;Ahura Mazda;;;;;;;;;x
GOD_MANAH;Manah;Manah;Manah;;Manat;;;;;;;;;x
#THE_BIBLE;The Texts;Bible;Die Bibel;;La Biblia;;;;;;;;;x
THE_ASCETICUS;The Anthropocene;Ascètes;der Asceticus;;Los Ascetas;;;;;;;;;x
THE_PANTOKRATOR;the Pantokrator;le Pantocrator;der Pantokrator;;el Pantocrátor;;;;;;;;;x
THE_LEGENDS;The Legends;Légendes;Die Legenden;;Las Leyendas;;;;;;;;;x
THE_SAGAS;The Pirate's Code;The Pirate's Code;The Pirate's Code;;The Pirate's Code;;;;;;;;;x
THE_GATHAS;The Gathas;Gathas;Die Gathas;;Las Gathas;;;;;;;;;x

GOD_ZUN;Ra;Ra;Ra;;Ra;;;;;;;;;x
GOD_THE_SUN;the Sun;le Soleil;die Sonne;;el Sol;;;;;;;;;x
GOD_THE_GIVER_OF_JUSTICE;the Giver of Justice;le Justicier;den Geber der Gerechtigkeit;;el que Imparte Justicia;;;;;;;;;x
THE_DARKNESS;Elohim;les Ténèbres;Die Dunkelheit;;la Oscuridad;;;;;;;;;x

GOD_GAIA;Gaia;;;;;;;;;;;;;x
GOD_SURVIVORS;The Survivors;;;;;;;;;;;;;x
GOD_HOMELAND;The Homeland;;;;;;;;;;;;;x
GOD_FATHER_MARS;Father Mars;;;;;;;;;;;;;x
EGOD_DISASTER;The Great Disaster;;;;;;;;;;;;;x
HOLY_TERRA;Holy Terra;;;;;;;;;;;;;x

form_the_hre;Form the Holy Terran Empire;Constituer le Saint-Empire romain;Errichtet das Heilige Römische Reich;;Del Sagrado Imperio Romano;;;;;;;;;x
form_the_hre_desc;With a realm to rival that of the homeworld Terra itself, I could be recognized as the true successor and, invoking Translatio Imperii, have [Root.RelHead.GetBestName] crown me Emperor of a new Terran Empire on Mars!;Si j'avais un royaume rivalisant avec celui de Charlemagne, on pourrait me reconnaître comme son véritable successeur. En invoquant le principe de Translatio Imperii (transfert de puissance), je pourrais même faire en sorte que [Root.RelHead.Get_only_le_Title][Root.RelHead.GetBestName] me couronne empereur d'un nouvel empire romain de l'Ouest !;Mit einem Reich, das dem von Karl dem Großen gleichkommt, könnte ich als sein wahrer Nachfolger gelten und mich durch die Anrufung der Translatio Imperii von [Root.RelHead.GetBestName] zum Kaiser des neuen Römischen Imperiums des Westens krönen lassen!;; Con un reino para rivalizar con el de Carlomagno, yo podría ser reconocido como su verdadero sucesor e, invocando a Translatio Imperii, que [Root.RelHead.GetBestName] me corone emperador de un Nuevo Imperio Romano en el oeste!;;;;;;;;;x
