EVTDESCB_EADI_008;Thousands of stunted, bearded warriors, armed with spears and axes, began to descend from the Carpathian Mountains, emerging from the mysterious stone gates. It seems that these mysterious bearded men came with the help of magic from the same world as the pointed-eared people ravaging the shores of other lands...;;;;;;;;;;;;;x
EVTDESCC_EADI_008;Thousands of stunted, bearded warriors, armed with spears and axes, began to descend from the Ural Mountains, emerging from the mysterious stone gates. It seems that these mysterious bearded men came with the help of magic from the same world as the pointed-eared people ravaging the shores of other lands...;;;;;;;;;;;;;x
EVTOPTA_EADI_008;As if these "elves" were not enough!;;;;;;;;;;;;;x
EVTOPTA_EADI_008_F;I thought they would be too stubborn for run away...;;;;;;;;;;;;;x
EVTNAME_EADI_009;A Ships From The South;;;;;;;;;;;;;x
EVTDESC_EADI_009;There are rumors of strange people with gray skin mooring to the shores of Arabia and trying to buy land from local rulers in exchange for unusual goods. Being rejected over and over again, they become furious, clearly planning to get what they want by force.;;;;;;;;;;;;;x
EVTOPTA_EADI_009;Is another Archaic fleet coming?;;;;;;;;;;;;;x
EVTOPTA_EADI_009_F;Looks like Dameri also escaping...;;;;;;;;;;;;;x
EVTDESC_EADI_010;A huge fleet emerged from the fog of the sea. Countless legions of warriors in gilded armor made of bones set foot on the shores, and lined up in battle formations, began to march towards our cities and castles!;;;;;;;;;;;;;x
EVTNAME_EADI_011;The Elohim Invasion;;;;;;;;;;;;;x
EVTOPTA_EADI_010;When it will end?;;;;;;;;;;;;;x
EVTNAME_EADI_011;The Elohim Invasion;;;;;;;;;;;;;x
EVTDESC_EADI_011;Thousands of strange ships arrived to the shores of Arabian Peninsula, spewing out countless legions of pointed-eared warriors in gilded armor made from bones stepped ashore. It seems that these gray-skined people came with the help of magic from the same world as the pointed-eared people and stunted creatures, that wage wars in other lands.;;;;;;;;;;;;;x
EVTOPTA_EADI_011;When will these invasions end?;;;;;;;;;;;;;x
EVTOPTA_EADI_011_F;And I kept thinking, when will they show up?;;;;;;;;;;;;;x
EVTNAME_EADI_013;A Second Gates;;;;;;;;;;;;;x
EVTDESC_EADI_013;There are rumors that hunters have seen strange stone gates in the mountains, that have appeared out of nowhere. They are wery similar to the gates, that appear in other worlds, and the are rumors, that someone came out of this gates...;;;;;;;;;;;;;x
EVTOPTA_EADI_013;Another army of "dwarves", huh?;;;;;;;;;;;;;x
EVTOPTA_EADI_013_F;I had no doubt that they would appear.;;;;;;;;;;;;;x
EVTNAME_EADI_015;The Dark Dwarven Invasion;;;;;;;;;;;;;x
EVTDESC_EADI_015;Thousands of stunted warriors in bronze-like armor, armed with maces and axes, began to descend from the mountains, emerging from the mysterious stone gates. The way they arriwed is similar to the way of those "dwarves" in other lands...;;;;;;;;;;;;;x
EVTOPTA_EADI_015;[This.Religion.GetRandomGodNameCap] have Mercy!;;;;;;;;;;;;;x
EVTOPTA_EADI_015_F;Looks like their giant magic golem did work after all.;;;;;;;;;;;;;x
#Realm Fallen Events
EADITITLE46;The Fall of Atherillion;;;;;;;;;;;;;x
EADIDESC46;The once proud Kingdom of Aterillion is now in ruins, for the Archaic forces have been completely defeated by the defenders of the human kingdoms. The roads are full of refugee Archaics who have nowhere to go.;;;;;;;;;;;;;x
EVTOPTA_EADI_46_A;Good riddance!;;;;;;;;;;;;;x
EVTOPTA_EADI_46_F;Oh, well.;;;;;;;;;;;;;x
EADITITLE47;The Fall of Kharazd-Zhadum;;;;;;;;;;;;;x
EADIDESC47;The once proud Kingdom of Kharazd-Zhadum is now in ruins, for the dwarven forces have been completely defeated by the defenders of the human kingdoms. The roads are full of refugee Neanderthals who have nowhere to go.;;;;;;;;;;;;;x
EADITITLE48;The Fall of Damereth;;;;;;;;;;;;;x
EADIDESC48;The once proud Kingdom of Damereth is now in ruins, for the Elohim forces have been completely defeated by the defenders of the human kingdoms. The roads are full of refugee Elohim who have nowhere to go.;;;;;;;;;;;;;x
EADITITLE49;The Fall of Dwur Ashu'ur;;;;;;;;;;;;;x
EADIDESC49;The once proud Kingdom of Dwur Ashu'ur is now in ruins, for the dark dwarven forces have been completely defeated by the defenders of the human kingdoms. The roads are full of refugee Titans who have nowhere to go.;;;;;;;;;;;;;x
EADITITLE50;The Fall of Tar-Eremket;;;;;;;;;;;;;x
EADIDESC50;The once proud Kingdom of Tar-Eremket is now in ruins, for the cathrian forces have been completely defeated by the defenders of the human kingdoms. The roads are full of refugee cathrians who have nowhere to go.;;;;;;;;;;;;;x
#
EVTNAME_EADI_016;A Giant Sandstorm;;;;;;;;;;;;;x
EVTDESC_EADI_016;There is rumors that an unusual sandstorm has broken out, which has been going on for several weeks. Those desert dwellers who managed to get into the heart of the storm say that they heard the sounds of a huge army marching under a curtain of flying sand, although they did not see anyone or anything.;;;;;;;;;;;;;x
EVTOPTA_EADI_016;No more invasion, please!;;;;;;;;;;;;;x
EVTOPTA_EADI_016_F;Looks like our desert friends are next.;;;;;;;;;;;;;x
EVTNAME_EADI_017;The Cathrian Invasion;;;;;;;;;;;;;x
EVTDESC_EADI_017;A giant sand storm dissipated, revealing to the world a huge army of unknown creatures, similar to humans and beasts at the same time. These catlike creatures also set out to take the new lands of this world by force...;;;;;;;;;;;;;x
EVTOPTA_EADI_017;Is there really no more places in the world that was not been attacked?;;;;;;;;;;;;;x
EVTOPTA_EADI_017_F;Soon their merchants will again flood the whole world...;;;;;;;;;;;;;x
#
EADITITLE36;The Realm of the Archaics;;;;;;;;;;;;;x 
EADIDESC36;Overcoming the resistance of local rulers, the Archaics conquered the kingdom on another world. A huge number of settlers from the homeworld of these creatures settled these lands, and although some of the local population and feudal lords remained on their lands, it is unlikely that they will be able to resist the forces of the invaders.;;;;;;;;;;;;;x  
EVTOPTA_EADI_36_A;These "elves" won't last long.;;;;;;;;;;;;;x
EVTOPTA_EADI_36_B;I wonder how it feels to guide your people in a completely alien world?;;;;;;;;;;;;;x
EADITITLE37;The Realm of the Neanderthals;;;;;;;;;;;;;x 
EADIDESC37;Overcoming the resistance of local rulers, the Neanderthals conquered the kingdom on another world. A huge number of settlers from the homeworld of these creatures settled these lands, and although some of the local population and feudal lords remained on their lands, it is unlikely that they will be able to resist the forces of the invaders.;;;;;;;;;;;;;x 
EVTOPTA_EADI_37_A;I am sure that sooner or later these "dwarves" will be defeated.;;;;;;;;;;;;;x  
EVTOPTA_EADI_37_F;Stubborn beardies are not so easy to expel.;;;;;;;;;;;;;x
EVTOPTA_EADI_37_B;I wonder how it feels to guide your people in a completely alien world?;;;;;;;;;;;;;x
EVTOPTA_EADI_37_B_F;Sometimes, I wonder if I was a Neanderthal...;;;;;;;;;;;;;x
EADITITLE38;The Realm of the Elohim;;;;;;;;;;;;;x 
EADIDESC38;Overcoming the resistance of local rulers, the Elohim conquered the kingdom. A huge number of settlers from the homeworld of these creatures settled these lands, and although some of the local population and feudal lords remained on their lands, it is unlikely that they will be able to resist the forces of the invaders.;;;;;;;;;;;;;x 
EVTOPTA_EADI_38_A;Those grey-skinned fanatics will meet their defeat sooner or later.;;;;;;;;;;;;;x
EVTOPTA_EADI_38_F;You can't defeat Dameri Overseers so easely.;;;;;;;;;;;;;x
EVTOPTA_EADI_38_B;I wonder how it feels to guide your people in a completely alien world?;;;;;;;;;;;;;x
EVTOPTA_EADI_38_B_F;Sometimes I wonder if I was a Elohim...;;;;;;;;;;;;;x
EADITITLE39;The Realm of the Titans;;;;;;;;;;;;;x
EADIDESC39;Overcoming the resistance of local rulers, the Titans conquered the kingdom. A huge number of settlers from the homeworld of these creatures settled these lands, and although some of the local population and feudal lords remained on their lands, it is unlikely that they will be able to resist the forces of the invaders.;;;;;;;;;;;;;x 
EVTOPTA_EADI_39_A;I doubt that these mad scholastics will be able to hold on to their conquest.;;;;;;;;;;;;;x
EVTOPTA_EADI_39_F;Maybe they're not so stubborn as their cousens, but still.;;;;;;;;;;;;;x
EVTOPTA_EADI_39_B;I wonder how it feels to guide your people in a completely alien world?;;;;;;;;;;;;;x
EVTOPTA_EADI_39_B_F;Sometimes I wonder if I was a Titan...;;;;;;;;;;;;;x
EADITITLE40;The Realm of the Cathrians;;;;;;;;;;;;;x
EADIDESC40;Overcoming the resistance of local rulers, the Titans conquered the kingdom. A huge number of settlers from the homeworld of these creatures settled these lands, and although some of the local population and feudal lords remained on their lands, it is unlikely that they will be able to resist the forces of the invaders.;;;;;;;;;;;;;x 
EVTOPTA_EADI_40_A;These creatures will be hunted down and killed like the beasts they are.;;;;;;;;;;;;;x   
EVTOPTA_EADI_40_F;So, they has finally found their "Blessed Sands"?;;;;;;;;;;;;;x   
EVTOPTA_EADI_40_B;I wonder how it feels to guide your people in a completely alien world?;;;;;;;;;;;;;x
EVTOPTA_EADI_40_B_F;Sometimes I wonder if I was a Cathrian...;;;;;;;;;;;;;x
EVTNAME_EADI_051;The Sundering;;;;;;;;;;;;;x
EVTDESC_EADI_051;It seems that peoples from another world are not as united as they seem. The tribes of nomads of the Elohim - Velori, who came along with the sedentary city Archaics - Dameri, no longer intend to live with them due to cultural and religious differences. Hearing about the great steppes to the north, the Velori tribes set out to move, hoping to find a new home in these steppes.;;;;;;;;;;;;;x  
EVTOPTA_EADI_051;I don't like where this is going...;;;;;;;;;;;;;x
EVTOPTA_EADI_051_F;And do never come back, you heretics!;;;;;;;;;;;;;x
EVTNAME_EADI_052;The Migration to Dagestan;;;;;;;;;;;;;x
EVTDESC_EADI_052;The Velori tribes ended their migration by crossing the mountains of Caucasus and arriving in the steppes. They immediately launched a war against the local rulers, seeking to conquer this land for their people.;;;;;;;;;;;;;x 
EVTOPTA_EADI_052;Yet another invasion. I'm tired of those...;;;;;;;;;;;;;x
EVTOPTA_EADI_052_F;Interesting...;;;;;;;;;;;;;x
EVTNAME_EADI_053;The Migration to Aral;;;;;;;;;;;;;x
EVTDESC_EADI_053;The Velori tribes ended their migration. They immediately launched a war against the local rulers, seeking to conquer this land for their people.;;;;;;;;;;;;;x   
EVTNAME_EADI_054;The Migration to Cumania;;;;;;;;;;;;;x
EVTDESC_EADI_054;The Velori tribes ended their migration. They immediately launched a war against the local rulers, seeking to conquer this land for their people.;;;;;;;;;;;;;x
EVTNAME_EADI_055;The Migration to Caspian Sea;;;;;;;;;;;;;x
EVTDESC_EADI_055;The Velori tribes ended their migration . They immediately launched a war against the local rulers, seeking to conquer this land for their people.;;;;;;;;;;;;;x
EVTNAME_EADI_059;The Sundering;;;;;;;;;;;;;x
EVTDESC_EADI_059;It seems that peoples from another world are not as united as they seem. Recently, Archaic inquisitors discovered a large group of followers of the Cult of Kaine. The cultists, without waiting for them all to be killed, have quickly embarked on ships and left the lands of the Archaics. They intend to build their kingdom where they can freely practice their horrific religion.;;;;;;;;;;;;;x
EVTNAME_EADI_060;World Invaded!;;;;;;;;;;;;;x
EVTDESC_EADI_060;The Cultists of Kaine, that was expelled from the lands of the Archaics, have reached their destination! They immediately launched a war against the local rulers, seeking to conquer this land for their people.;;;;;;;;;;;;;x 
EVTNAME_EADI_061;World Invaded!;;;;;;;;;;;;;x
EVTDESC_EADI_061;The Cultists of Kaine, that was expelled from the lands of the Archaics, have reached their destination! They immediately launched a war against the local rulers, seeking to conquer this land for their people.;;;;;;;;;;;;;x 
EADITITLE64;The Realm of the Blood Archaics;;;;;;;;;;;;;x
EADIDESC64;Overcoming the resistance of local rulers, the blood Archaics have conquered the kingdom. A huge number of Nagrathi settlers have settled these lands, and although some of the local population and feudal lords may have survived in the slaughter, it is unlikely that they will be able to resist the forces of the invaders.;;;;;;;;;;;;;x 
EADITITLE94;The Realm of Denisovan Hay;;;;;;;;;;;;;x
EADIDESC94;Overcoming the resistance of local rulers, the Denisovan Hay conquered the kingdom. A huge number of settlers from the homeworld of these creatures settled these lands, and although some of the local population and feudal lords remained on their lands, it is unlikely that they will be able to resist the forces of the invaders.;;;;;;;;;;;;;x 
EVTOPTA_EADI_94_A;Let's hope that those "oruks" will soon be defeated.;;;;;;;;;;;;;x
EVTOPTA_EADI_94_B;I wonder how it feels to guide your people in a completely alien world?;;;;;;;;;;;;;x
EVTOPTA_EADI_94_B_F;I wonder if I was an Denisovan Hay...;;;;;;;;;;;;;x
EVTOPTA_EADI_64_A;Let's hope that those "blood Archaics" will soon be defeated.;;;;;;;;;;;;;x
EVTOPTB_EADI_64_A;I was hoping that they would be defeated.;;;;;;;;;;;;;x
EVTOPTA_EADI_64_B;I wonder how it feels to guide your people in a completely alien world?;;;;;;;;;;;;;x
EVTOPTB_EADI_64_B;I wonder if I was a Nagrathi...;;;;;;;;;;;;;x
EADITITLE65;The Realm of Velori;;;;;;;;;;;;;x
EADIDESC65;Overcoming the resistance of local rulers, the Velori tribes have conquered the kingdom in the lands of Great Steppes. And although some of the local population and feudal lords remained on their lands, it is unlikely that they will be able to resist the forces of the invaders.;;;;;;;;;;;;;x
EVTOPTA_EADI_65_A;Let's hope that those nomads will soon be defeated.;;;;;;;;;;;;;x
EVTOPTB_EADI_65_A;Interesting...;;;;;;;;;;;;;x
EVTOPTA_EADI_65_B;I wonder how it feels to guide your people in a completely alien world?;;;;;;;;;;;;;x
EVTOPTB_EADI_65_B;I wonder if I was a Velori...;;;;;;;;;;;;;x
EVTNAME_EADI_082;The Dark Gates;;;;;;;;;;;;;x
EVTDESC_EADI_082;A huge stone arch, whose passage is covered with a strange green veil, appeared out of nowhere among the steppes of the far east. No one has yet dared to look behind this gate, but those who were brave enough to come closer to the gate swear that they heard the drums of war and the noise of a huge army encamped on the other side.;;;;;;;;;;;;;x
EVTOPTA_EADI_082;Oh, for [This.Religion.GetRandomGodNameCap] sake!;;;;;;;;;;;;;x
EVTOPTA_EADI_082_F;Oh. Denisovans.;;;;;;;;;;;;;x
EVTNAME_EADI_083;The Denisovans Invasion;;;;;;;;;;;;;x
EVTDESC_EADI_083;Those who hastened to move away from the mysterious gigantic gates acted wisely, because a gigantic army of green-skinned creatures poured out from there. These so-called Denisovans seem to have come from the same world as the Archaics, Neanderthals and Cathrians.;;;;;;;;;;;;;x
EVTOPTA_EADI_083;I'm tired of this.;;;;;;;;;;;;;x
EVTOPTA_EADI_083_F;I hoped they wouldn't follow us...;;;;;;;;;;;;;x
EVTNAME_EADI_084;The Denisovans Invasion;;;;;;;;;;;;;x
EVTDESC_EADI_084;Those who hastened to move away from the mysterious gigantic gates acted wisely, because a gigantic army of green-skinned creatures poured out from there. These so-called Denisovans seem to have come from the same world as the Archaics, Neanderthals and Cathrians.;;;;;;;;;;;;;x
EADITITLE87;The Realm of Denisovans;;;;;;;;;;;;;x
EADIDESC87;Overcoming the resistance of local rulers, the Archaics conquered the kingdom. A huge number of settlers from the homeworld of these creatures settled these lands, and although some of the local population and feudal lords may remained on their lands, it is unlikely that they will be able to resist the forces of the invaders.;;;;;;;;;;;;;x  
EVTOPTA_EADI_87_A;These "orcs" surely will be defeated;;;;;;;;;;;;;x
EVTOPTB_EADI_87_A;Well, my condolences to their neighbors.;;;;;;;;;;;;;x
EVTOPTA_EADI_87_B;I wonder how it feels to guide your people in a completely alien world?;;;;;;;;;;;;;x
EVTOPTB_EADI_87_B;I wonder if I was an Denisovan...;;;;;;;;;;;;;x
EADITITLE88;The Fall of the Denisovan Horde;;;;;;;;;;;;;x
EADIDESC88;The once proud Denisovan Horde is no more now, for the Denisovans forces have been completely defeated by the defenders of the human realms. The roads are full of refugee Denisovans who have nowhere to go.;;;;;;;;;;;;;x
EVTNAME_EADI_089;The Sundering;;;;;;;;;;;;;x
EVTDESC_EADI_089;It seems that peoples from another world are not as united as they seem. The people of Denisovan Hay, who came along with their nomadic brothers - Denisovan Gar, no longer intend to live with them due to cultural differences and way of life. Hearing about rich lands of south, the Denisovan Hai armies set out to move, hoping to rebuild their own ancient empire in these lands.;;;;;;;;;;;;;x  
EVTNAME_EADI_090;The Denisovan Hay March;;;;;;;;;;;;;x
EVTDESC_EADI_090;The Denisovan Hay armies have reached their destination! They immediately launched a war against the local rulers, seeking to conquer this land for their people.;;;;;;;;;;;;;x 
EVTNAME_EADI_091;The Denisovan Hay March;;;;;;;;;;;;;x
EVTDESC_EADI_091;The Denisovan Hay armies have reached their destination! They immediately launched a war against the local rulers, seeking to conquer this land for their people.;;;;;;;;;;;;;x 
#
EVTOPTE_EADAW_7001;Gold and jewelry, to appease with gifts from the depths of the earth!;;;;;;;;;;;;;x 
EVTOPTE_EADAW_7002_gold;With solemn prayers, I offer gold and jewelry to the altar of my ancestors. Having consecrated the offerings, the priest takes the jewelry and lowers them into a specially dug grave so that it can enter the world of the dead.;;;;;;;;;;;;;x 
#
EVT_TITLE_EADOAD_4;A Growing Threat;;;;;;;;;;;;;x
EVT_DESC_EADOAD_4_A;A landless Archaic noble-born, having gathered sufficient support from his kindred, is preparing to attack you! He wants to seize your lands in order to build an independent kingdom for his people.;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_4_B;A landless dwarven noble-born, having gathered sufficient support from his kindred, is preparing to attack you! He wants to seize your lands in order to build an independent kingdom for his people.;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_4_C;A landless Elohim noble-born, having gathered sufficient support from his kindred, is preparing to attack you! He wants to seize your lands in order to build an independent kingdom for his people.;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_4_D;A landless dark dwarven noble-born, having gathered sufficient support from his kindred, is preparing to attack you! He wants to seize your lands in order to build an independent kingdom for his people.;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_4_E;A landless cathrian noble-born, having gathered sufficient support from his kindred, is preparing to attack you! He wants to seize your lands in order to build an independent kingdom for his people.;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_4_F;A landless blood Archaic noble-born, having gathered sufficient support from his kindred, is preparing to attack you! He wants to seize your lands in order to build an independent kingdom for his people.;;;;;;;;;;;;;x 
#
EVT_DESC_EADOAD_6;After the death of the adventurer, his host plunged into chaos and internal squabbles. Any possible threat from otherworlden adventurers has been eliminated so far.;;;;;;;;;;;;;x 
EVT_OPTA_EADOAD_6;Curious...;;;;;;;;;;;;;x
#
EVT_TITLE_EADOAD_10;A fall of Adventurer;;;;;;;;;;;;;x
EVTDESC_EADOAD_10;After the defeat of the adventurer, his troops were scattered and defeated. Any possible threat from otherworlden adventurers has been eliminated so far.;;;;;;;;;;;;;x 
EVT_OPTA_EADOAD_10;Curious...;;;;;;;;;;;;;x
#
EVT_TITLE_EADOAD_9;A New Realm;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_9_A;After a long and bloody war, the Archaic forces were finally victorious. The leader of the Archaic army, [Root.GetDynName], was crowned [Root.GetTitle] of the new empire of [Root.PrimaryTitle.GetFullName].;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_9_B;After a long and bloody war, the dwarven forces were finally victorious. The leader of the dwarven army, [Root.GetDynName], was crowned [Root.GetTitle] of the new empire of [Root.PrimaryTitle.GetFullName].;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_9_C;After a long and bloody war, the Elohim forces were finally victorious. The leader of the Elohim army, [Root.GetDynName], was crowned [Root.GetTitle] of the new empire of [Root.PrimaryTitle.GetFullName].;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_9_D;After a long and bloody war, the dark dwarven forces were finally victorious. The leader of the dark dwarven army, [Root.GetDynName], was crowned [Root.GetTitle] of the new empire of [Root.PrimaryTitle.GetFullName].;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_9_E;After a long and bloody war, the cathrian forces were finally victorious. The leader of the cathrian army, [Root.GetDynName], was crowned [Root.GetTitle] of the new empire of [Root.PrimaryTitle.GetFullName].;;;;;;;;;;;;;x 
EVT_OPTA_EADOAD_9;This new realm won't last long;;;;;;;;;;;;;x 
#
EVT_TITLE_EADOAD_11;The Otherworlden Adventurers;;;;;;;;;;;;;x 
EVTDESC_EADOAD_11;After the fall of one of the realms of aliens from another world, numerous displaced nobles and warriors from the fallen realm set off on a journey around the world. These adventurers accumulate strength in order to conquer another kingdom for their people in the distant future.;;;;;;;;;;;;;x 
EVT_OPTA_EADOAD_11;Worrysome...;;;;;;;;;;;;;x 
#
EVT_TITLE_EADOAD_13;Rise of the Adventurer;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_13_A;One landless Archaic nobleman managed to gather support of numerous other landless nobles and Archaic mercenaries. Gathering an impressive army, this adventurer plans to conquer one of the kingdoms in order to establish an independent realm for his people.;;;;;;;;;;;;;x  
EVT_DESC_EADOAD_13_B;One landless leader of a dwarven clan managed to gather support of numerous other landless clans and dwarven mercenaries. Gathering an impressive army, this adventurer plans to conquer one of the kingdoms in order to establish an independent realm for his people.;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_13_C;One leader of a noble house of the Elohim managed to gather support of numerous other small noble houses and Elohim mercenaries. Gathering an impressive army, this adventurer plans to conquer one of the kingdoms of the Middle East in order to establish an independent realm for his people.;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_13_D;One landless leader of a dark dwarven clan managed to gather support of numerous other landless clans and dark dwarven mercenaries. Gathering an impressive army, this adventurer plans to conquer one of the kingdoms of the Middle East in order to establish an independent realm for his people.;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_13_E;One clan leader of the cathrian clan was able to gather support of numerous other clans and cathrian mercenaries. Gathering an impressive army, this adventurer plans to conquer one of the kingdoms in order to establish an independent realm for his people.;;;;;;;;;;;;;x 
EVT_DESC_EADOAD_13_F;One landless blood Archaic nobleman managed to gather support of numerous other landless nobles and Archaic mercenaries. Gathering an impressive army, this adventurer plans to conquer one of the kingdoms in order to establish an independent realm for his people.;;;;;;;;;;;;;x  
EVT_DESC_EADOAD_13_G;One Denisovans warchief was able to gather support of numerous other Denisovans clans and mercenaries. Gathering an impressive army, this adventurer plans to conquer one of the kingdoms in order to establish an independent realm for his people.;;;;;;;;;;;;;x 
EVT_OPTA_EADOAD_13;I doubt that they will succeed.;;;;;;;;;;;;;x  
#
EVTDESC_EADESCOIA_1;The local otherworlden population was far from happy about the new rulers. Rumor has it that in the otherworlden provinces, armed partisan groups have emerged that rob or slay tax collectors and merchant caravans, actively supported by the local population. As long as they are ruled by a human, the locals will create constant problems.;;;;;;;;;;;;;x
EVTOPTA_EADESCOIA_1;Damned unhumans!;;;;;;;;;;;;;x
EVTDESC_EADESCOIA_2;After the local inhuman population was driven out by our settlers, the otherworlden partisan groups finally lost support and were destroyed.;;;;;;;;;;;;;x
EVTOPTA_EADESCOIA_2;Finally...;;;;;;;;;;;;;x
EVTDESC_EADESCOIA_3;Having accumulated enough strength, the local partisans openly challenged our rule! The rebels intend to establish their own independent kingdom by force, where their people will not be oppressed by humans.;;;;;;;;;;;;;x
EVTOPTA_EADESCOIA_3;Damned unhumans!;;;;;;;;;;;;;x
EVTDESC_EADESCOIA_4;Having accumulated enough strength, the local partisans openly challenged our rule! The rebels intend to establish their own independent kingdom by force, where their people will not be oppressed by humans.;;;;;;;;;;;;;x
EVTOPTA_EADESCOIA_4;Damned unhumans!;;;;;;;;;;;;;x
EVTDESC_EADESCOIA_6;Another army of otherworlden partisans rise up to reinforce the ongoing rebellion!;;;;;;;;;;;;;x
EVTOPTA_EADESCOIA_6;Damned unhumans!;;;;;;;;;;;;;x
EVTDESC_EADESCOIA_8;After the accession of the ruler from their culture, the local otherworldly population finally calmed down. The partisan groups were disbanded, and their fighters returned to peaceful life.;;;;;;;;;;;;;x 
EVTOPTA_EADESCOIA_8;Finally...;;;;;;;;;;;;;x 
EVTDESC_EADESCOIA_11;The leader of the local partisans can accept our offer of autonomy, provided that you transfer rebellious province to his rule. In exchange, he promises to become your loyal vassal.;;;;;;;;;;;;;x 
EVTOPTA_EADESCOIA_11;I hope that this will pacify the local population.;;;;;;;;;;;;;x 
EVTOPTA_EADESCOIA_11_NO;Actually, I have changed my mind.;;;;;;;;;;;;;x 
pissed_off_scoiataels;This can provoke a rebellion.;;;;;;;;;;;;;x
EVTDESC_EADESCOIA_12;Local partisan agitators have seriously increased the level of hatred of the local population towards local human rulers, increasing the possibility of an uprising in one of our province.;;;;;;;;;;;;;x  
