province;red;green;blue;x;x
277;199;16;21;Province0277;x
278;199;68;39;Province0278;x
279;244;212;36;Province0279;x
280;157;160;36;Province0280;x
281;107;191;7;Province0281;x
282;83;142;123;Province0282;x
283;131;120;93;Province0283;x
284;167;196;75;Province0284;x
285;68;65;72;Province0285;x
286;77;182;97;Province0286;x
287;123;158;75;Province0287;x
288;109;117;31;Province0288;x
289;164;146;119;Province0289;x
290;102;131;120;Province0290;x
291;106;19;43;Province0291;x
292;130;185;111;Province0292;x
293;64;249;3;Province0293;x
294;248;87;56;Province0294;x
295;78;77;118;Province0295;x
296;84;179;55;Province0296;x
297;108;242;25;Province0297;x
298;151;15;75;Province0298;x
299;140;37;102;Province0299;x
300;181;142;32;Province0300;x
301;233;86;79;Province0301;x
302;96;108;104;Province0302;x
303;80;207;117;Province0303;x
304;80;59;117;Province0304;x
305;218;25;100;Province0305;x
306;229;2;29;Province0306;x
307;140;39;57;Province0307;x
308;230;203;118;Province0308;x
309;77;212;83;Province0309;x
310;74;119;17;Province0310;x
311;107;62;38;Province0311;x
312;79;99;40;Province0312;x
313;228;95;42;Province0313;x
314;169;192;34;Province0314;x
315;170;143;41;Province0315;x
316;63;168;46;Province0316;x
317;218;203;53;Province0317;x
318;205;53;123;Province0318;x
319;143;43;0;Province0319;x
320;88;131;32;Province0320;x
321;105;109;24;Province0321;x
322;204;35;61;Province0322;x
323;110;233;119;Province0323;x
324;175;145;67;Province0324;x
325;206;162;103;Province0325;x
326;247;85;12;Province0326;x
327;171;205;33;Province0327;x
328;130;77;112;Province0328;x
329;203;169;88;Province0329;x
330;63;119;14;Province0330;x
331;91;167;124;Province0331;x
332;200;48;54;Province0332;x
333;91;65;51;Province0333;x
334;181;204;30;Province0334;x
335;197;91;117;Province0335;x
336;186;103;26;Province0336;x
337;162;61;53;Province0337;x
338;78;185;65;Province0338;x
339;217;47;80;Province0339;x
340;134;145;60;Province0340;x
341;149;37;12;Province0341;x
342;84;5;83;Province0342;x
343;175;48;80;Province0343;x
344;142;26;26;Province0344;x
345;187;110;62;Province0345;x
346;150;77;57;Province0346;x
347;243;204;11;Province0347;x
348;229;79;17;Province0348;x
349;119;244;74;Province0349;x
350;83;76;91;Province0350;x
351;153;154;79;Province0351;x
352;225;4;119;Province0352;x
353;132;44;70;Province0353;x
354;141;214;41;Province0354;x
355;142;162;21;Province0355;x
356;243;234;116;Province0356;x
357;136;145;14;Province0357;x
358;124;68;113;Province0358;x
359;238;109;38;Province0359;x
360;172;41;25;Province0360;x
361;141;7;102;Province0361;x
362;133;250;105;Province0362;x
363;189;180;49;Province0363;x
364;156;171;67;Province0364;x
365;188;7;39;Province0365;x
366;146;62;104;Province0366;x
367;207;169;109;Province0367;x
368;206;206;40;Province0368;x
369;76;230;15;Province0369;x
370;179;38;119;Province0370;x
371;70;151;100;Province0371;x
372;76;169;119;Province0372;x
373;194;196;17;Province0373;x
374;111;186;52;Province0374;x
375;185;227;62;Province0375;x
376;223;243;30;Province0376;x
377;238;76;48;Province0377;x
378;213;157;14;Province0378;x
379;154;128;38;Province0379;x
380;176;246;56;Province0380;x
381;124;16;21;Province0381;x
382;192;119;4;Province0382;x
383;211;61;18;Province0383;x
384;181;99;125;Province0384;x
385;144;231;41;Province0385;x
386;207;123;18;Province0386;x
387;114;175;67;Province0387;x
388;225;233;23;Province0388;x
389;245;149;94;Province0389;x
390;85;204;49;Province0390;x
391;205;6;86;Province0391;x
392;113;164;11;Province0392;x
393;63;196;90;Province0393;x
394;184;101;17;Province0394;x
395;246;102;33;Province0395;x
396;233;20;80;Province0396;x
397;229;134;93;Province0397;x
398;158;61;70;Province0398;x
399;164;113;4;Province0399;x
400;156;77;76;Province0400;x
401;253;111;54;Province0401;x
402;102;4;54;Province0402;x
403;179;243;6;Province0403;x
404;114;95;121;Province0404;x
405;197;177;119;Province0405;x
406;231;118;31;Province0406;x
407;97;227;85;Province0407;x
408;72;114;101;Province0408;x
409;192;190;2;Province0409;x
410;250;170;56;Province0410;x
411;254;133;74;Province0411;x
412;202;87;35;Province0412;x
413;222;117;54;Province0413;x
414;125;48;50;Province0414;x
415;194;196;48;Province0415;x
416;108;73;88;Province0416;x
417;161;44;85;Province0417;x
418;158;159;110;Province0418;x
419;145;191;111;Province0419;x
420;224;172;46;Province0420;x
421;109;142;27;Province0421;x
422;198;165;66;Province0422;x
423;63;235;45;Province0423;x
424;248;41;116;Province0424;x
425;253;229;70;Province0425;x
426;226;241;72;Province0426;x
427;108;83;43;Province0427;x
428;196;91;15;Province0428;x
429;124;7;21;Province0429;x
430;132;132;57;Province0430;x
431;127;3;120;Province0431;x
432;205;128;83;Province0432;x
433;217;14;39;Province0433;x
434;136;230;27;Province0434;x
435;101;19;43;Province0435;x
436;179;27;120;Province0436;x
437;144;232;12;Province0437;x
438;249;171;59;Province0438;x
439;81;116;78;Province0439;x
440;175;115;78;Province0440;x
441;128;191;95;Province0441;x
442;66;79;52;Province0442;x
443;143;51;100;Province0443;x
444;147;244;117;Province0444;x
445;126;91;27;Province0445;x
446;251;254;119;Province0446;x
447;83;198;123;Province0447;x
448;176;55;41;Province0448;x
449;192;216;38;Province0449;x
450;207;89;113;Province0450;x
451;136;198;107;Province0451;x
452;81;39;35;Province0452;x
453;224;89;86;Province0453;x
454;143;46;104;Province0454;x
455;70;126;110;Province0455;x
456;228;87;19;Province0456;x
457;148;162;90;Province0457;x
458;117;185;15;Province0458;x
459;111;162;107;Province0459;x
460;91;187;83;Province0460;x
461;97;50;92;Province0461;x
462;68;63;109;Province0462;x
463;84;229;10;Province0463;x
464;227;125;100;Province0464;x
465;145;212;124;Province0465;x
466;197;48;28;Province0466;x
467;178;33;118;Province0467;x
468;206;103;16;Province0468;x
469;240;114;80;Province0469;x
470;245;37;29;Province0470;x
471;163;66;103;Province0471;x
472;157;114;34;Province0472;x
473;190;145;73;Province0473;x
474;216;200;18;Province0474;x
475;102;146;12;Province0475;x
476;112;173;122;Province0476;x
477;184;234;75;Province0477;x
478;153;206;110;Province0478;x
479;107;115;29;Province0479;x
480;150;85;86;Province0480;x
481;133;68;56;Province0481;x
482;145;99;70;Province0482;x
483;158;68;72;Province0483;x
484;111;74;75;Province0484;x
485;145;249;20;Province0485;x
486;163;92;119;Province0486;x
487;237;243;100;Province0487;x
488;182;104;120;Province0488;x
489;80;153;29;Province0489;x
490;230;87;95;Province0490;x
491;225;93;99;Province0491;x
492;220;105;42;Province0492;x
493;92;74;115;Province0493;x
494;244;123;5;Province0494;x
495;119;179;115;Province0495;x
496;167;204;92;Province0496;x
497;220;245;121;Province0497;x
498;126;75;81;Province0498;x
499;223;14;37;Province0499;x
500;127;47;93;Province0500;x
501;228;167;53;Province0501;x
502;201;7;15;Province0502;x
503;124;80;46;Province0503;x
504;128;18;0;Province0504;x
505;240;14;104;Province0505;x
506;210;140;81;Province0506;x
507;76;213;54;Province0507;x
508;79;134;77;Province0508;x
509;224;158;95;Province0509;x
510;193;124;23;Province0510;x
511;166;152;48;Province0511;x
512;162;148;113;Province0512;x
513;108;154;125;Province0513;x
514;235;120;109;Province0514;x
515;120;196;76;Province0515;x
516;157;88;28;Province0516;x
517;121;2;126;Province0517;x
518;140;212;50;Province0518;x
519;239;102;60;Province0519;x
520;162;219;12;Province0520;x
521;183;68;82;Province0521;x
522;65;215;21;Province0522;x
523;225;8;52;Province0523;x
524;207;129;16;Province0524;x
525;165;165;80;Province0525;x
526;119;219;124;Province0526;x
527;248;58;30;Province0527;x
528;70;151;74;Province0528;x
529;220;64;46;Province0529;x
530;223;41;99;Province0530;x
531;170;53;16;Province0531;x
532;92;55;64;Province0532;x
533;88;190;92;Province0533;x
534;69;19;10;Province0534;x
535;198;34;108;Province0535;x
536;145;229;84;Province0536;x
537;137;56;119;Province0537;x
538;205;73;77;Province0538;x
539;243;10;13;Province0539;x
540;146;190;31;Province0540;x
541;169;213;22;Province0541;x
542;248;174;79;Province0542;x
543;69;214;120;Province0543;x
544;190;250;74;Province0544;x
545;89;127;121;Province0545;x
546;244;238;60;Province0546;x
547;64;167;17;Province0547;x
548;221;139;119;Province0548;x
549;98;61;75;Province0549;x
550;75;84;74;Province0550;x
551;149;29;2;Province0551;x
552;205;88;16;Province0552;x
553;124;163;115;Province0553;x
554;158;224;116;Province0554;x
555;82;118;6;Province0555;x
556;218;52;67;Province0556;x
557;179;101;66;Province0557;x
558;160;142;54;Province0558;x
559;99;207;91;Province0559;x
560;161;39;4;Province0560;x
561;129;224;66;Province0561;x
562;111;248;24;Province0562;x
563;206;59;94;Province0563;x
564;178;227;57;Province0564;x
565;215;143;6;Province0565;x
566;73;40;66;Province0566;x
567;106;41;60;Province0567;x
568;112;114;9;Province0568;x
569;64;11;88;Province0569;x
570;74;56;87;Province0570;x
571;100;11;85;Province0571;x
572;244;25;30;Province0572;x
573;134;177;126;Province0573;x
574;212;229;102;Province0574;x
575;207;38;50;Province0575;x
576;163;64;15;Province0576;x
577;135;235;18;Province0577;x
578;238;142;112;Province0578;x
579;121;35;59;Province0579;x
580;196;239;26;Province0580;x
581;113;147;42;Province0581;x
582;216;80;2;Province0582;x
583;65;32;67;Province0583;x
584;69;211;92;Province0584;x
585;215;51;84;Province0585;x
586;214;33;72;Province0586;x
587;228;221;4;Province0587;x
588;127;60;67;Province0588;x
589;106;110;53;Province0589;x
590;68;123;32;Province0590;x
591;187;249;81;Province0591;x
592;205;153;101;Province0592;x
593;202;104;90;Province0593;x
594;131;38;121;Province0594;x
595;169;59;71;Province0595;x
596;132;50;99;Province0596;x
597;107;158;28;Province0597;x
598;99;9;88;Province0598;x
599;241;115;43;Province0599;x
600;111;122;55;Province0600;x
601;133;141;65;Province0601;x
602;241;164;104;Province0602;x
603;82;188;12;Province0603;x
604;88;109;121;Province0604;x
605;182;43;89;Province0605;x
606;171;206;92;Province0606;x
607;158;140;14;Province0607;x
608;106;164;30;Province0608;x
609;106;84;10;Province0609;x
610;94;177;118;Province0610;x
611;132;139;81;Province0611;x
612;210;132;40;Province0612;x
613;153;56;106;Province0613;x
614;91;215;106;Province0614;x
615;167;253;69;Province0615;x
616;158;253;47;Province0616;x
617;89;23;97;Province0617;x
618;155;243;45;Province0618;x
619;130;42;4;Province0619;x
620;68;131;91;Province0620;x
621;190;165;20;Province0621;x
622;127;183;125;Province0622;x
623;162;64;125;Province0623;x
624;252;212;41;Province0624;x
625;135;5;31;Province0625;x
626;108;142;43;Province0626;x
627;155;35;2;Province0627;x
628;127;250;26;Province0628;x
629;172;104;98;Province0629;x
630;99;93;39;Province0630;x
631;214;150;15;Province0631;x
632;203;129;27;Province0632;x
633;232;33;11;Province0633;x
634;67;183;118;Province0634;x
635;166;122;14;Province0635;x
636;137;119;13;Province0636;x
637;123;110;1;Province0637;x
638;235;212;51;Province0638;x
639;223;29;62;Province0639;x
640;154;4;108;Province0640;x
641;198;3;25;Province0641;x
642;198;156;65;Province0642;x
643;86;213;57;Province0643;x
644;253;154;96;Province0644;x
645;72;17;50;Province0645;x
646;88;185;72;Province0646;x
647;249;222;105;Province0647;x
648;200;224;26;Province0648;x
649;102;144;123;Province0649;x
650;74;82;111;Province0650;x
651;177;149;67;Province0651;x
652;70;27;98;Province0652;x
653;206;98;79;Province0653;x
654;104;59;82;Province0654;x
655;174;81;90;Province0655;x
656;100;193;99;Province0656;x
657;189;8;101;Province0657;x
658;78;2;77;Province0658;x
659;214;95;71;Province0659;x
660;228;110;50;Province0660;x
661;132;226;57;Province0661;x
662;147;242;57;Province0662;x
663;138;219;114;Province0663;x
664;89;147;7;Province0664;x
665;109;17;32;Province0665;x
666;134;131;106;Province0666;x
667;247;209;111;Province0667;x
668;110;229;31;Province0668;x
669;140;110;0;Province0669;x
670;235;247;110;Province0670;x
671;132;55;54;Province0671;x
672;217;47;21;Province0672;x
673;169;189;36;Province0673;x
674;94;23;68;Province0674;x
675;219;94;77;Province0675;x
676;242;113;102;Province0676;x
677;125;91;91;Province0677;x
678;192;230;14;Province0678;x
679;69;201;38;Province0679;x
680;84;204;30;Province0680;x
681;100;172;125;Province0681;x
682;230;249;21;Province0682;x
683;165;123;73;Province0683;x
684;138;97;15;Province0684;x
685;96;44;123;Province0685;x
686;115;208;100;Province0686;x
687;176;90;36;Province0687;x
688;134;192;28;Province0688;x
689;67;163;117;Province0689;x
690;107;248;17;Province0690;x
691;88;186;3;Province0691;x
692;87;211;87;Province0692;x
693;152;80;17;Province0693;x
694;175;68;84;Province0694;x
695;231;176;30;Province0695;x
696;157;77;17;Province0696;x
697;84;102;17;Province0697;x
698;150;76;46;Province0698;x
699;181;113;108;Province0699;x
700;228;166;78;Province0700;x
701;111;196;72;Province0701;x
702;227;218;37;Province0702;x
703;91;254;118;Province0703;x
704;84;132;122;Province0704;x
705;165;166;18;Province0705;x
706;242;74;22;Province0706;x
707;206;232;27;Province0707;x
708;127;24;49;Province0708;x
709;207;153;109;Province0709;x
710;127;17;1;Province0710;x
711;122;57;35;Province0711;x
712;158;123;84;Province0712;x
713;155;53;85;Province0713;x
714;134;216;126;Province0714;x
715;127;107;102;Province0715;x
716;174;120;104;Province0716;x
717;90;177;26;Province0717;x
718;196;73;107;Province0718;x
719;235;166;63;Province0719;x
720;112;95;8;Province0720;x
721;140;237;113;Province0721;x
722;156;148;93;Province0722;x
723;152;135;24;Province0723;x
724;231;137;17;Province0724;x
725;111;62;110;Province0725;x
726;127;54;44;Province0726;x
727;83;76;75;Province0727;x
728;89;34;79;Province0728;x
729;79;248;58;Province0729;x
730;173;20;104;Province0730;x
731;64;95;118;Province0731;x
732;213;120;23;Province0732;x
733;129;195;2;Province0733;x
734;85;25;61;Province0734;x
735;167;27;8;Province0735;x
736;150;193;28;Province0736;x
737;236;87;66;Province0737;x
738;178;217;38;Province0738;x
739;123;235;55;Province0739;x
740;240;139;27;Province0740;x
741;103;185;57;Province0741;x
742;109;147;118;Province0742;x
743;169;226;122;Province0743;x
744;250;121;71;Province0744;x
745;192;224;70;Province0745;x
746;179;185;46;Province0746;x
747;65;129;93;Province0747;x
748;150;240;101;Province0748;x
749;99;2;118;Province0749;x
750;118;239;83;Province0750;x
751;126;121;62;Province0751;x
752;109;84;100;Province0752;x
753;224;33;96;Province0753;x
754;187;208;35;Province0754;x
755;102;1;76;Province0755;x
756;129;67;89;Province0756;x
757;63;211;29;Province0757;x
758;168;31;51;Province0758;x
759;84;165;109;Province0759;x
760;197;224;58;Province0760;x
761;232;188;31;Province0761;x
762;151;104;79;Province0762;x
763;178;113;106;Province0763;x
764;246;185;117;Province0764;x
765;123;212;0;Province0765;x
766;110;216;69;Province0766;x
767;87;181;17;Province0767;x
768;80;31;117;Province0768;x
769;103;73;41;Province0769;x
770;182;63;30;Province0770;x
771;119;17;58;Province0771;x
772;157;21;17;Province0772;x
773;166;127;19;Province0773;x
774;124;144;58;Province0774;x
775;108;197;23;Province0775;x
776;63;205;98;Province0776;x
777;246;197;74;Province0777;x
778;246;43;40;Province0778;x
779;106;248;25;Province0779;x
780;130;183;29;Province0780;x
781;124;6;49;Province0781;x
782;203;58;40;Province0782;x
783;120;46;6;Province0783;x
784;160;173;116;Province0784;x
785;134;27;79;Province0785;x
786;123;9;68;Province0786;x
787;180;237;81;Province0787;x
788;148;133;96;Province0788;x
789;171;89;116;Province0789;x
790;172;9;9;Province0790;x
791;207;153;33;Province0791;x
792;119;125;51;Province0792;x
793;212;83;79;Province0793;x
794;87;102;25;Province0794;x
795;215;253;95;Province0795;x
796;245;115;47;Province0796;x
797;84;14;83;Province0797;x
798;145;157;105;Province0798;x
799;250;178;5;Province0799;x
800;203;163;19;Province0800;x
801;115;111;3;Province0801;x
802;113;98;91;Province0802;x
803;131;249;87;Province0803;x
804;98;230;92;Province0804;x
805;129;42;51;Province0805;x
806;204;87;5;Province0806;x
807;131;119;44;Province0807;x
808;203;218;4;Province0808;x
809;186;6;14;Province0809;x
810;83;174;121;Province0810;x
811;143;1;23;Province0811;x
812;154;71;30;Province0812;x
813;127;53;91;Province0813;x
814;81;189;30;Province0814;x
815;94;146;18;Province0815;x
816;148;81;21;Province0816;x
817;96;30;31;Province0817;x
818;244;172;32;Province0818;x
819;151;141;108;Province0819;x
820;104;105;104;Province0820;x
821;120;2;72;Province0821;x
822;218;49;12;Province0822;x
823;194;87;57;Province0823;x
824;69;23;36;Province0824;x
825;127;222;123;Province0825;x
826;63;12;19;Province0826;x
827;89;208;25;Province0827;x
828;159;172;59;Province0828;x
829;165;8;2;Province0829;x
830;76;91;15;Province0830;x
831;93;48;1;Province0831;x
832;84;189;51;Province0832;x
833;152;29;43;Province0833;x
834;206;120;13;Province0834;x
835;225;72;26;Province0835;x
836;82;254;23;Province0836;x
837;67;96;42;Province0837;x
838;177;6;39;Province0838;x
839;160;174;86;Province0839;x
840;186;138;47;Province0840;x
841;64;200;17;Province0841;x
842;122;33;95;Province0842;x
843;83;208;102;Province0843;x
844;163;23;101;Province0844;x
845;147;148;62;Province0845;x
846;182;95;57;Province0846;x
847;231;134;92;Province0847;x
848;124;171;123;Province0848;x
849;244;211;101;Province0849;x
850;91;57;68;Province0850;x
851;241;180;66;Province0851;x
852;159;152;69;Province0852;x
853;105;240;112;Province0853;x
854;172;205;11;Province0854;x
855;160;18;108;Province0855;x
856;199;61;64;Province0856;x
857;125;19;35;Province0857;x
858;117;190;87;Province0858;x
859;212;100;23;Province0859;x
860;109;246;68;Province0860;x
861;240;0;83;Province0861;x
862;205;198;12;Province0862;x
863;152;67;63;Province0863;x
864;207;24;24;Province0864;x
865;103;33;24;Province0865;x
866;197;25;110;Province0866;x
867;219;220;58;Province0867;x
868;79;66;55;Province0868;x
869;74;87;3;Province0869;x
870;238;107;64;Province0870;x
871;95;20;89;Province0871;x
872;131;181;97;Province0872;x
873;135;97;103;Province0873;x
874;226;99;6;Province0874;x
875;160;253;70;Province0875;x
876;168;70;117;Province0876;x
877;84;234;64;Province0877;x
878;204;203;22;Province0878;x
879;221;211;98;Province0879;x
880;95;171;16;Province0880;x
881;164;140;123;Province0881;x
882;108;122;51;Province0882;x
883;208;52;62;Province0883;x
884;238;141;120;Province0884;x
885;145;135;118;Province0885;x
886;88;16;19;Province0886;x
887;106;233;35;Province0887;x
888;215;120;105;Province0888;x
889;242;130;101;Province0889;x
890;164;26;32;Province0890;x
891;100;78;74;Province0891;x
892;196;60;81;Province0892;x
893;95;38;74;Province0893;x
894;117;235;122;Province0894;x
895;144;244;39;Province0895;x
896;63;175;109;Province0896;x
897;207;45;107;Province0897;x
898;221;159;38;Province0898;x
899;118;100;25;Province0899;x
900;214;222;59;Province0900;x
901;175;59;118;Province0901;x
902;221;43;39;Province0902;x
903;116;76;125;Province0903;x
904;205;197;4;Province0904;x
905;143;196;22;Province0905;x
906;217;75;110;Province0906;x
907;130;17;107;Province0907;x
908;86;141;14;Province0908;x
909;102;58;99;Province0909;x
910;120;36;80;Province0910;x
911;251;78;72;Province0911;x
912;250;243;100;Province0912;x
913;218;191;31;Province0913;x
914;66;0;85;Province0914;x
915;185;128;30;Province0915;x
916;253;15;116;Province0916;x
917;209;233;94;Province0917;x
918;79;101;95;Province0918;x
919;238;26;100;Province0919;x
920;187;14;49;Province0920;x
921;103;49;109;Province0921;x
922;171;243;56;Province0922;x
923;92;253;100;Province0923;x
924;167;207;12;Province0924;x
925;238;61;51;Province0925;x
926;106;0;61;Province0926;x
927;162;125;12;Province0927;x
928;125;47;85;Province0928;x
929;94;112;50;Province0929;x
930;218;193;65;Province0930;x
931;216;19;89;Province0931;x
